date,stock_001,stock_002,stock_003,stock_004,stock_005,stock_006,stock_007,stock_008,stock_009,stock_010,stock_011,stock_012,stock_013,stock_014,stock_015,stock_016,stock_017,stock_018,stock_019,stock_020,stock_021,stock_022,stock_023,stock_024,stock_025,stock_026,stock_027,stock_028,stock_029,stock_030,stock_031,stock_032,stock_033,stock_034,stock_035,stock_036,stock_037,stock_038,stock_039,stock_040,stock_041,stock_042,stock_043,stock_044,stock_045,stock_046,stock_047,stock_048,stock_049,stock_050
2020-01-01,47.8121007793127,22.848601814521118,30.897246562022072,52.82432270644024,75.3315014819284,61.36260142633039,18.72510134567433,89.55360519488337,64.0172306133654,41.73025139063477,53.0927857448665,42.15482217767817,80.32176955469112,35.76321584484374,27.676407076438984,29.585429434668907,75.10642149538198,37.13805549138295,43.59264022020968,53.14176426289561,51.35922937721521,73.83373229252997,44.232376609526014,93.26915321354954,34.761284781623395,36.13307897820333,13.967673933913288,75.01897624306653,42.46486372337053,38.28109633677147,72.97849990040928,87.75554462999082,64.18684459314865,92.35313983831422,93.6381291928594,38.906716951303714,88.78867102696933,63.46346012880285,35.058789988424216,91.92428379923616,90.32531067803122,49.336042012984734,62.72829250551667,43.78733892571584,81.45723204269862,22.677150375965688,24.25731936250675,24.493530572924858,96.74225194609038,77.33724145689045
2020-01-02,15.981493149481548,31.5951033449428,35.90872757931636,18.367694419732967,60.38659348136418,85.8901708071139,74.58918361286173,88.09801426286981,48.31442566810512,29.71173439741605,57.84883307778672,85.97726448403318,83.27002020976695,95.70943533460428,64.45277568728388,56.66391728480937,49.34276076924751,32.75282688913873,92.59460538050412,70.2323417621805,81.95326325935055,16.922231949012243,76.90550273062566,43.64469529921913,14.388263898914294,59.509095937936586,95.12610768064164,97.2245609588798,72.75573545029053,70.24302472575229,90.25208024476392,68.76778858508382,40.32797386182119,86.18126656164797,49.253587831122765,63.96581139541484,61.13521099841894,33.39827308954612,64.98267969612724,80.96918324647308,18.50566096630468,68.1795403846329,97.7713628470662,98.19859863951424,63.835288331678655,47.524543967382535,26.43029612671251,26.557390533440103,27.54744475929947,72.04116109656252
2020-01-03,71.44226601272413,53.14047524350482,96.65711329935272,82.18525889077054,80.15753063314224,17.248743131745584,14.649059494510665,97.28086600267338,16.854384141706213,86.28965811141941,20.0770120616822,36.77174981741317,41.59069496150715,75.1843117078589,70.38190056078618,12.321731309585468,54.41455499187061,39.35530236749531,57.4488965977153,90.9085238521346,93.48195818881592,28.327104163660685,37.22817837294581,76.56999925272227,33.29434617384376,11.014353236313996,72.81707474400443,50.41907080736869,98.10607078281934,91.241709153171,96.34186374428567,41.39947292489611,21.125874692812054,30.00353646929937,38.38143969976874,20.75546091214557,35.8925500496376,33.04015500451796,93.39567416561192,40.97598320145495,57.54722495826716,76.62187171221856,20.50116850889096,49.08283341216725,77.28622550739367,85.79495261719545,33.971932414819854,29.62451503296498,28.963635308941416,88.62256844482134
2020-01-04,71.29073793582477,35.42367725082098,65.36947156043985,72.64911536210641,30.300494575956503,43.58614596676309,18.757282992738787,79.46852388656785,48.32686724323578,28.157568183944708,48.53624295147692,76.40747881198887,97.19085508445744,24.832027430771088,23.37202652026792,35.4153245077317,88.41786281343515,66.2949341096146,94.88214717018056,65.81565743916137,63.3020834653953,48.52148467852125,93.04204944575876,17.508224786287293,33.75054872390784,63.77104652310715,34.62148999420487,81.4678398201424,22.620283839254824,88.21384031309609,98.8056518379562,44.68206058004981,60.57556860052949,44.22942198965545,87.51924761797788,36.603018468075376,62.18787850328705,52.92545682348914,14.611519861875236,75.78000023335781,38.57963305608667,68.01860242380631,14.977639510401437,28.51567063665539,83.88192425400844,36.97625915470669,88.5610258813725,55.11134342016705,16.058445024392867,33.459579360567346
2020-01-05,26.720573034445447,23.80637333355713,74.26995042692957,83.14358130018427,21.206892980014977,55.07178377289356,70.50521920135515,82.05439085805628,47.057377418072925,33.98583399211605,67.83353854573497,31.456889235103063,77.32134926710145,17.76822707712667,56.01248431778876,49.70946511026664,95.7910330925844,15.14083370361093,23.178157951259383,93.28058318311386,78.28734878988101,68.5583996996088,12.414559931653203,53.571293183550985,56.357840121328,57.32104552353093,28.710487986426795,17.67608785659982,96.83608370143388,41.25444320717413,14.032610086011791,55.2671272146092,36.60746280809936,80.8271170561459,24.725278717677764,41.46403284781989,15.904221315466629,57.96192206497111,55.86942316304793,39.80755592910587,75.28769487689064,96.94251522553496,33.28439755260322,71.07231175776074,93.0340219951703,48.83979846102252,22.74962500572994,32.86341961019186,96.0082361114798,54.516404733154005
2020-01-06,11.657740336044808,94.7683025441896,71.35331802787995,55.972251530558864,93.86941426499632,82.06151466942718,67.05964599549553,65.03387807870274,68.93193356701553,95.89111677407244,85.48367874654159,91.70805696517871,76.53980011965184,83.38874094616284,89.56154706541756,24.67497584930545,49.01700394176584,27.03838838550577,75.88307097337419,68.90461441171266,55.3425081244762,50.443506314051845,38.91758197391608,73.86181686004794,64.47563977082235,87.01651448104151,63.982084076333535,57.17730180454621,85.45847808555298,39.20381415856492,82.79590909694882,56.24673119291752,97.379393813391,38.09097556648407,67.46715703371466,43.90407891287565,74.99255480046196,18.353171069712964,11.184412314553436,87.00172736732311,16.966345748204557,55.56550956544082,87.22500411449987,34.60109735276706,98.81908958399288,14.020886225996833,15.924860467765503,75.34247836490717,55.20356430964138,12.369811527857122
2020-01-07,62.607545052299216,52.07181468237103,64.1825525563072,59.83744499457631,65.71114689098401,10.264834965344775,11.706890887099824,74.02154257075821,86.02162053545533,75.53811557766777,35.20898098553388,38.93142870770708,83.90787831753796,30.947133728911464,54.81747082151007,28.556417129873346,11.545310209730747,85.04087649193843,50.40776716849804,51.04543159535408,51.372940550986975,92.9695058757124,23.86673234849768,80.07173347223804,55.28838033268045,63.19470571126384,72.31888182231114,15.436022280683932,39.50662004630563,23.909414733554907,29.41863175622125,56.21317774759597,33.572556288019534,28.67889147190561,20.30144341083992,67.11036807549998,21.21913060215375,90.83988825547335,77.94193003315715,20.307096677812257,88.85344851277188,70.71341974601579,40.64934725893786,68.31361086335775,28.667049285696027,97.99206479001346,71.07203546483338,41.29637053427064,40.64385262326556,56.95949720137126
2020-01-08,34.61902886494538,60.678201624825824,74.50080755086917,76.30043796555466,78.65251526202387,82.9933948729522,83.0420797502103,43.73113249385911,59.33689201707773,21.950244421851068,37.40303407328873,77.00564844258298,84.67217126290622,36.382834711802815,74.66453280361232,34.76438264059759,67.65113485448,44.90087764781475,72.76855219437961,87.99377548455573,85.85870947329177,97.02525748463218,25.558173338544204,81.09077467018334,10.865328394451913,46.18670857192411,31.74859195026081,18.384564169985676,55.43121994061856,74.3074106700946,19.61824748354493,71.89191635955376,80.57100056189209,91.26619802892996,79.21867510165022,20.249491095095177,67.51532344361115,22.44043832069073,18.861713079992995,65.98371947770934,53.64983840454566,53.30778979115462,46.52091149251024,22.334346295747608,73.8751861196231,69.77100352520449,56.9943938659451,56.12370034175743,26.887816817664085,68.55944675187534
2020-01-09,46.1624308688737,19.908755375018217,75.40423496778332,21.59171949304143,69.76808802728802,59.117656409761786,36.133953374744735,42.246429164502885,75.22483507389342,19.04075885087552,58.97031796165377,74.047870423737,40.26883394272175,14.352518395955496,87.52610316923935,74.69440446419144,12.538290453768342,32.78261050332057,80.29703114253128,80.52130850727286,51.118323290786925,30.13183274560604,21.406491625366996,60.81551724303753,31.55785427794552,60.39290731156517,18.88288924476672,91.81325488342814,45.97221100710368,22.134349658186235,66.69632398091643,83.88417313028815,18.72832170823773,16.737930008079502,43.81289736643629,57.99760992272904,18.29642449217235,59.450404033719366,22.15710987061326,75.54364928351545,44.50862638665025,33.65545442934603,85.67609942843457,73.34714945193338,61.43979943666605,50.49609289492447,52.31226300342377,48.16570778784391,34.14894450852398,41.56230090178435
2020-01-10,26.61065632428233,73.14195233740111,90.11576417825243,77.90586006833753,10.396381722779868,87.16714862239424,79.0261405075936,90.53001815133784,58.289799831933074,34.583266067991914,93.53982370958364,66.3286428424853,14.326014380552516,22.85262523315986,94.72622857509884,78.17216847245709,70.75109600501666,48.79470517370234,65.85583615174302,85.71288958268744,62.73777535458323,75.87898576477079,16.530180451542694,10.93711546483816,55.50896077277811,18.03104821936492,82.28455053762018,41.849690084305024,63.92213415746332,73.86210182885586,29.48460483165519,32.44372666600453,70.65979816681671,72.77615191801421,72.04996754847015,59.57314050375478,56.7560945067147,80.1037486005454,80.62725887237417,27.397017629295977,54.53232539924064,97.02228158142238,19.4449249716643,37.52559465658008,78.46599240876023,21.425502338216507,61.05266191558627,85.5500524431965,13.467415939830245,32.74477413783019
