date,stock,factor_name,factor_value
2024-01-02,AAPL.O,GFN_Composite,-1.056426227307514
2024-01-02,AAPL.O,Agent_MomentumReversal,0.5070835065465127
2024-01-02,AAPL.O,GFN_Momentum,0.0496148499444623
2024-01-02,AAPL.O,GFN_Volatility,-1.2232592646048026
2024-01-02,AAPL.O,Genetic_Composite,-1.931693766372525
2024-01-02,AAPL.O,Gen_PriceAcceleration,0.9583212797032604
2024-01-02,AAPL.O,Genetic_Multivariate,0.5901060419747246
2024-01-02,AAPL.O,GFN_LogPrice,-0.4951786348360988
2024-01-02,BRK.B.N,GFN_Composite,-1.0716938973243355
2024-01-02,BRK.B.N,Agent_MomentumReversal,0.1865412796848242
2024-01-02,BRK.B.N,GFN_Momentum,-0.0243339731452944
2024-01-02,BRK.B.N,GFN_Volatility,-1.7385077674964409
2024-01-02,BRK.B.N,Genetic_Composite,-1.9363433353340584
2024-01-02,BRK.B.N,Gen_PriceAcceleration,1.4868775340434828
2024-01-02,BRK.B.N,Genetic_Multivariate,0.1789026919425191
2024-01-02,BRK.B.N,GFN_LogPrice,-0.4199198535266006
2024-01-02,MSFT.O,GFN_Composite,-1.098037888997403
2024-01-02,MSFT.O,Agent_MomentumReversal,0.1340806242614841
2024-01-02,MSFT.O,GFN_Momentum,-0.187729405510966
2024-01-02,MSFT.O,GFN_Volatility,-1.476054268695752
2024-01-02,MSFT.O,Genetic_Composite,-2.010182578318344
2024-01-02,MSFT.O,Gen_PriceAcceleration,0.9432384217035584
2024-01-02,MSFT.O,Genetic_Multivariate,0.3289330364045325
2024-01-02,MSFT.O,GFN_LogPrice,-0.4116232708009789
2024-01-02,NVDA.O,GFN_Composite,-0.8840494502273077
2024-01-02,NVDA.O,Agent_MomentumReversal,-1.5492278413983824
2024-01-02,NVDA.O,GFN_Momentum,-1.179526401616588
2024-01-02,NVDA.O,GFN_Volatility,1.8954646758403355
2024-01-02,NVDA.O,Genetic_Composite,-2.294739096854652
2024-01-02,NVDA.O,Gen_PriceAcceleration,-0.0296833698171286
2024-01-02,NVDA.O,Genetic_Multivariate,-0.1408481740835832
2024-01-02,NVDA.O,GFN_LogPrice,-0.2364898084080154
2024-01-02,QQQ.O,GFN_Composite,-1.903069789026981
2024-01-02,QQQ.O,Agent_MomentumReversal,0.0279766258703152
2024-01-02,QQQ.O,GFN_Momentum,-0.0409582653728075
2024-01-02,QQQ.O,GFN_Volatility,-2.098383334605733
2024-01-02,QQQ.O,Genetic_Composite,-1.9992074107984288
2024-01-02,QQQ.O,Gen_PriceAcceleration,0.9716091963814814
2024-01-02,QQQ.O,Genetic_Multivariate,0.2341303010971411
2024-01-02,QQQ.O,GFN_LogPrice,-0.1932145568844596
2024-01-02,SPY.P,GFN_Composite,-2.619290573111017
2024-01-02,SPY.P,Agent_MomentumReversal,0.8822537453925539
2024-01-02,SPY.P,GFN_Momentum,0.6189802382092803
2024-01-02,SPY.P,GFN_Volatility,-2.2187268688582877
2024-01-02,SPY.P,Genetic_Composite,-2.350835479529852
2024-01-02,SPY.P,Gen_PriceAcceleration,1.5126032880827562
2024-01-02,SPY.P,Genetic_Multivariate,0.3408353220400492
2024-01-02,SPY.P,GFN_LogPrice,-0.0365290495243317
2024-01-03,AAPL.O,GFN_Composite,-0.9361198891471604
2024-01-03,AAPL.O,Agent_MomentumReversal,-0.100366107220884
2024-01-03,AAPL.O,GFN_Momentum,-0.6648751535781713
2024-01-03,AAPL.O,GFN_Volatility,-0.5924768829923672
2024-01-03,AAPL.O,Genetic_Composite,-1.8435281007834268
2024-01-03,AAPL.O,Gen_PriceAcceleration,0.7145230251605292
2024-01-03,AAPL.O,Genetic_Multivariate,0.607145842925869
2024-01-03,AAPL.O,GFN_LogPrice,-0.2342038814657315
2024-01-03,BRK.B.N,GFN_Composite,-0.6605856567741863
2024-01-03,BRK.B.N,Agent_MomentumReversal,-0.4687721239747432
2024-01-03,BRK.B.N,GFN_Momentum,0.288302256791324
2024-01-03,BRK.B.N,GFN_Volatility,-1.103040767671405
2024-01-03,BRK.B.N,Genetic_Composite,-1.9928566893047712
2024-01-03,BRK.B.N,Gen_PriceAcceleration,0.9613353369228512
2024-01-03,BRK.B.N,Genetic_Multivariate,-0.3713862870592618
2024-01-03,BRK.B.N,GFN_LogPrice,-0.9759726383607876
2024-01-03,MSFT.O,GFN_Composite,-1.006111815095504
2024-01-03,MSFT.O,Agent_MomentumReversal,-0.1217231894952135
2024-01-03,MSFT.O,GFN_Momentum,-0.3796170813262481
2024-01-03,MSFT.O,GFN_Volatility,-1.0776532549791082
2024-01-03,MSFT.O,Genetic_Composite,-2.017930398568157
2024-01-03,MSFT.O,Gen_PriceAcceleration,0.8198953945373872
2024-01-03,MSFT.O,Genetic_Multivariate,0.2713481556003922
2024-01-03,MSFT.O,GFN_LogPrice,-0.377934207010652
2024-01-03,NVDA.O,GFN_Composite,-0.9793466932752002
2024-01-03,NVDA.O,Agent_MomentumReversal,-1.4730297440981583
2024-01-03,NVDA.O,GFN_Momentum,-1.3981044329963832
2024-01-03,NVDA.O,GFN_Volatility,1.8451372481347488
2024-01-03,NVDA.O,Genetic_Composite,-2.2678327835494847
2024-01-03,NVDA.O,Gen_PriceAcceleration,0.0300320855075083
2024-01-03,NVDA.O,Genetic_Multivariate,0.0241807227695156
2024-01-03,NVDA.O,GFN_LogPrice,-0.0307761677001403
2024-01-03,QQQ.O,GFN_Composite,-1.9400985417218728
2024-01-03,QQQ.O,Agent_MomentumReversal,-0.3064614674171866
2024-01-03,QQQ.O,GFN_Momentum,-0.9558692456428546
2024-01-03,QQQ.O,GFN_Volatility,-1.4443027042988157
2024-01-03,QQQ.O,Genetic_Composite,-1.957258594292207
2024-01-03,QQQ.O,Gen_PriceAcceleration,0.5627484574429933
2024-01-03,QQQ.O,Genetic_Multivariate,0.5898545257825392
2024-01-03,QQQ.O,GFN_LogPrice,0.3278887929577891
2024-01-03,SPY.P,GFN_Composite,-2.692278113720975
2024-01-03,SPY.P,Agent_MomentumReversal,0.2901553693102262
2024-01-03,SPY.P,GFN_Momentum,-0.5763501246842083
2024-01-03,SPY.P,GFN_Volatility,-2.22579272611365
2024-01-03,SPY.P,Genetic_Composite,-2.085881591675587
2024-01-03,SPY.P,Gen_PriceAcceleration,0.6594704186163167
2024-01-03,SPY.P,Genetic_Multivariate,0.8016937478478682
2024-01-03,SPY.P,GFN_LogPrice,0.5007002774330778
2024-01-04,AAPL.O,GFN_Composite,-1.2692982508502444
2024-01-04,AAPL.O,Agent_MomentumReversal,0.4977878204106947
2024-01-04,AAPL.O,GFN_Momentum,-0.5458501316251422
2024-01-04,AAPL.O,GFN_Volatility,-1.3098870060724443
2024-01-04,AAPL.O,Genetic_Composite,-1.812473559596527
2024-01-04,AAPL.O,Gen_PriceAcceleration,1.0966908545125351
2024-01-04,AAPL.O,Genetic_Multivariate,0.8943895181918393
2024-01-04,AAPL.O,GFN_LogPrice,-0.0161560076902243
2024-01-04,BRK.B.N,GFN_Composite,-0.971504812213798
2024-01-04,BRK.B.N,Agent_MomentumReversal,-0.3312858186265202
2024-01-04,BRK.B.N,GFN_Momentum,-1.0356476017137923
